Price,Close,High,Low,Open,Volume,Daily Return,Excess Return,3-Day Excess Return
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,,,
Date,,,,,,,,
2024-03-01,137.5856475830078,139.4987717713732,137.48102776134397,139.1101686581765,28522000,-0.0121618252060951,-0.013567208944745302,-0.018336346506971534
2024-03-04,133.7195281982422,136.1408361111928,132.38432937436133,136.05114677800287,43571500,-0.028099728806619373,-0.029505112545269576,-0.02737811290091736
2024-03-05,133.301025390625,133.54017159058074,131.07901373110874,132.26475559913266,28447600,-0.0031297059842804176,-0.004535089722930619,-0.04760741121294549
2024-03-06,132.0854034423828,134.25760646628555,131.47758676916078,133.75939657689565,23175200,-0.009119374323490304,-0.010524758062140505,-0.0445649603303407
2024-03-07,134.75582885742188,135.3337542072293,132.1850637651725,133.4106559496093,24107300,0.020217414986387405,0.018812031247737202,0.003752183462666085
2024-03-08,135.80203247070312,138.48739082554556,134.3173768675231,134.55153610216772,26472400,0.007763698402895702,0.006358314664245501,0.014645587849842205
2024-03-11,138.44256591796875,139.47883579374053,136.57926580476564,136.57926580476564,22536400,0.019443990632726837,0.018038606894076634,0.04320895280605934
2024-03-12,139.1201171875,139.77775785522647,137.7151769299223,137.75502702910646,19019700,0.0048940964438113355,0.0034887127051611336,0.027885634263483276
2024-03-13,140.26602172851562,141.6809360424644,139.50873293783897,139.55855696946134,19637000,0.00823679971079394,0.006831415972143739,0.028358735571381515
2024-03-14,143.82322692871094,144.21183003348142,140.97845272322232,141.79053727394816,36117900,0.02536041983909887,0.023955036100448666,0.03427516477775355
2024-03-15,141.66099548339844,143.8232245385374,140.62472562261846,142.89656145954595,41025900,-0.015033951688375402,-0.016439335427025605,0.014347116645566812
2024-03-18,147.9484100341797,152.3824751748973,147.60963094571133,148.83522306232322,47676700,0.04438352652631261,0.04297814278766241,0.050493843461085486
2024-03-19,147.39041137695312,149.0843219545804,146.48366573219153,148.4466139063857,17748400,-0.0037715758966091473,-0.005176959635259349,0.021361847725377463
2024-03-20,149.14410400390625,149.22381941007393,147.1363187737954,148.25729101600973,17730000,0.011898281649191045,0.010492897910540843,0.04829408106294391
2024-03-21,148.2074737548828,150.76327755016248,147.4800764165657,149.78181872772515,19843900,-0.006280035374371273,-0.007685419113021475,-0.0023694808377399696
2024-03-22,151.2266387939453,152.01380375387492,149.55264560728025,149.70211770124945,19226300,0.02037120640795642,0.01896582266930622,0.021773301466825597
2024-03-25,150.60885620117188,150.91376043596384,148.26727864576765,150.4095752694167,15114700,-0.004085143977941574,-0.005490527716591776,0.005789875839692978
2024-03-26,151.15689086914062,152.65152067049172,150.48929138236974,150.69854624438955,19312700,0.003638794436076953,0.0022334106974267512,0.015708705650141205
2024-03-27,151.39602661132812,152.14334146017634,149.5925092087733,151.60029449451244,16622000,0.0015820366561689614,0.00017665291751875955,-0.0030804641016462546
2024-03-28,151.71487426757812,152.12341003725055,150.78821114550908,151.45581059137982,21105600,0.002106050359356848,0.0007006666207066462,0.0031107302356521674
2024-04-01,155.939697265625,156.43790716104235,151.10705519841312,151.28641866692627,24469800,0.0278471245383336,0.026441740799683398,0.027319060337908815
2024-04-02,155.3119354248047,155.4315161289034,152.9105754774357,154.19595021427114,17598100,-0.004025670511280999,-0.0054310542499312,0.021711353170458858
2024-04-03,155.81015014648438,155.98951360615538,153.5801714004906,154.36534456183085,17266200,0.003207832806390476,0.0018024490677402741,0.022813135617492483
2024-04-04,151.39602661132812,155.62083682615457,151.3362438560858,154.5247841703396,24184800,-0.028330141078782956,-0.02973552481743316,-0.03336412999962407
2024-04-05,153.3888702392578,154.28564199977868,150.54009720298788,151.13695170488688,16289800,0.01316311710772844,0.011757733369078238,-0.01617534238061464
2024-04-08,155.5809783935547,156.0941339541208,153.4386820232283,153.46358643519258,16641500,0.014291181301991474,0.012885797563341272,-0.005091993885013638
2024-04-09,157.57382202148438,159.31755662121807,156.07919236456976,156.78665709200604,21538100,0.012809044193619945,0.011403660454969744,0.036047191387389266
2024-04-10,157.09555053710938,157.59376044097883,155.64077092798036,157.3147641111447,16339200,-0.0030352217026873296,-0.004440605441337531,0.019848852576973493
2024-04-11,160.2143096923828,160.54313000314409,157.36454886994247,157.77308457762987,17841700,0.0198526256447773,0.018447241906127097,0.02541029691975932
2024-04-12,158.6200714111328,161.1210796516623,158.03218737436384,158.83429802050733,16968200,-0.009950660988465976,-0.011356044727116177,0.002650591737673399
2024-04-15,155.7703094482422,160.2541985565825,155.5909459777456,159.70616462473123,21140900,-0.01796596066020062,-0.019371344398850823,-0.012280147219839893
2024-04-16,155.4414825439453,156.66707459145422,154.49488681287485,155.082770822216,15413200,-0.002110972915580822,-0.003516356654231024,-0.03424374578019801
2024-04-17,156.31832885742188,158.11287564524082,155.57598583517958,156.62721653463385,16237800,0.005641005857163428,0.004235622118513227,-0.01865207893456861
2024-04-18,156.89625549316406,157.91757962249667,155.65073084560808,156.36316729501212,14016100,0.0036971137035972657,0.002291729964947064,0.003010995429229274
2024-04-19,155.16249084472656,157.42436802416486,153.35897345831043,157.185221801176,20063900,-0.011050388952800971,-0.012455772691451173,-0.005928420607990875
2024-04-22,157.38449096679688,158.615069923171,155.10269650893756,155.45143428674442,17243900,0.014320472106199356,0.012915088367549154,0.0027510456410450527
2024-04-23,159.34744262695312,159.90543524739437,157.39944021526932,158.02220255132582,16115400,0.012472332236156403,0.011066948497506201,0.01152626417360419
2024-04-24,160.52322387695312,160.81217890754945,158.25138811890182,158.52041049782164,19485700,0.007378726828723536,0.005973343090073335,0.029955379955128696
2024-04-25,157.38449096679688,157.71331129729472,152.22105239559522,152.81092812326548,36197800,-0.019553139005993314,-0.020958522744643517,-0.003918231157063974
2024-04-26,173.06813049316406,175.78835186559968,170.78632099283487,175.35989871644207,56500800,0.0996517473229046,0.0982463635842544,0.08326118392968422
2024-04-29,167.2988739013672,170.76642566039837,166.46188494056344,170.15860899035204,35914600,-0.03333517601049463,-0.03474055974914483,0.042547281090466064
2024-04-30,164.05055236816406,169.26182357301482,163.91105420679276,166.7807480454706,29420800,-0.019416278528678,-0.020821662267328202,0.04268414156778137
2024-05-01,164.9772186279297,168.20560875659675,164.30960404279213,165.58502005483606,25223200,0.005648662844401686,0.004243279105751485,-0.05131894291072154
2024-05-02,167.85687255859375,167.92661403276392,165.09678567970036,166.07327274719108,17041100,0.017454858038057353,0.01604947429940715,-0.0005289088621695595
2024-05-03,168.38497924804688,169.24190084234326,164.38932631461617,168.9329979479425,22767100,0.0031461725778834104,0.0017407888392332086,0.02203354224439185
2024-05-06,169.2219696044922,169.29171108150447,167.28891283812138,168.61415294294423,15147900,0.00497069489323243,0.0035653111545822284,0.021355574293222594
2024-05-07,172.36068725585938,172.84893841580237,169.3913606036193,169.51092611047918,21102400,0.01854793239142083,0.017142548652770626,0.022448648646586074
2024-05-08,170.54721069335938,171.29352204290763,169.9114943965067,170.13867494055083,14569900,-0.010521404801594914,-0.011926788540245115,0.008781071267107752
2024-05-09,170.96571350097656,171.8226351491346,169.32161168547344,170.53724507481766,11937700,0.0024538824523472336,0.0010484987136970317,0.006264258826222554
2024-05-10,169.68032836914062,170.72657224508876,167.3088594817064,169.08248558585612,18740500,-0.007518379595032654,-0.008923763333682855,-0.019802053160230926
2024-05-13,170.28811645507812,170.33794047968283,165.16651993136117,165.25321403825652,19648600,0.00358195962831509,0.0021765758896648882,-0.005698688730320924
2024-05-14,171.314453125,172.1614160574727,169.80986466353144,170.97567403367486,18729500,0.006027059851781313,0.004621676113131112,-0.002125511330886844
2024-05-15,173.25746154785156,173.42286758223202,171.41407902920506,171.68311660419926,20958200,0.011341765901291767,0.009936382162641566,0.01673463416543758
2024-05-16,174.80191040039062,175.7086560268472,173.4268614766993,173.9748953830279,17247300,0.00891418377448927,0.007508800035839069,0.02206685831161176
2024-05-17,176.65524291992188,176.8595107840734,174.3535158326,174.92148236280053,16546400,0.01060247290939853,0.009197089170748329,0.026642271369228972
2024-05-20,177.82107543945312,179.30573113766596,176.59049643889753,176.67518360339702,17495100,0.006599478737575382,0.00519409499892518,0.02189998420551259
2024-05-21,178.897216796875,179.17622834834472,176.67520474360578,177.76129875307058,14706000,0.00605182121839265,0.004646437479742449,0.01903762164941597
2024-05-22,177.3627166748047,178.21167129439203,176.14708335541994,177.76127849578114,16189400,-0.008577551677691142,-0.009982935416341343,-0.00014240293767370411
2024-05-23,174.43324279785156,179.2658847721692,173.91510025941275,178.13992556483848,14928400,-0.016516852762941903,-0.017922236501592106,-0.02325873443819099
2024-05-24,175.69871520996094,176.66922717761628,174.57275590621543,175.88803741545732,11400600,0.007254766303782523,0.005849382565132321,-0.022055789352801114
2024-05-28,177.3826446533203,177.87088059052832,175.05101092915075,175.1108088844646,15655300,0.009584187575572667,0.008178803836922465,-0.0038940500995373085
2024-05-29,176.76486206054688,177.59189229856364,175.6289441248456,176.1769780421048,15023800,-0.0034827679674122036,-0.004888151706062405,0.009140034695992392
2024-05-30,172.93861389160156,176.05741265584328,172.60979354101923,176.05741265584328,18844000,-0.021645977171835806,-0.02305136091048601,-0.01976070877962594
2024-05-31,173.33717346191406,173.79551799837424,170.35787315829236,172.7791656720705,28085200,0.0023046303040357152,0.0008992465653855134,-0.02704026605116289
2024-06-03,173.7955322265625,175.2303791095979,171.8325840885431,173.25747224750367,20742800,0.0026443189045606275,0.0012389351659104256,-0.02091317917919006
2024-06-04,174.5030059814453,174.5627887373081,172.5998404976284,173.8254326052945,14066600,0.004070724637273981,0.0026653408986237795,0.0048035226299197285
2024-06-05,176.43606567382812,177.33283743447652,174.66242439787212,175.90297741856628,15233900,0.011077515149443107,0.009672131410792905,0.01357640747532712
2024-06-06,177.7114715576172,178.07018328196713,176.57555363120218,176.79475199215472,14255800,0.007228714145932402,0.005823330407282201,0.018160802716698895
2024-06-07,175.32005310058594,178.7776308716826,175.1606222905612,177.8210764198521,14716300,-0.013456747817520043,-0.014862131556170244,0.0006333302619048724
2024-06-10,176.19789123535156,178.03338614366115,173.9533957118273,176.0183236783107,17122200,0.005007060625643156,0.003601676886992954,-0.00543712426189508
2024-06-11,177.75408935546875,177.95359704345114,175.0108167866933,177.28523791690662,14402400,0.008832104114336659,0.007426720375686457,-0.0038337342934908238
2024-06-12,179.1207275390625,181.63456695108104,177.34508329367728,179.31026516437785,18600400,0.00768836423707131,0.006282980498421109,0.01731137776110053
2024-06-13,176.30763244628906,178.07329139591778,176.22782633003789,177.40493229645702,15956900,-0.015705022704086358,-0.01711040644273656,-0.0034007055686289863
2024-06-14,177.9336395263672,178.29275944891629,175.42180930133733,175.42180930133733,12361600,0.009222556377832758,0.007817172639182557,-0.003010253305132887
2024-06-17,178.34263610839844,179.47984663362533,176.05824500140648,176.54703653660326,15272900,0.0022985905482513225,0.0008932068096011206,-0.008400026993952875
2024-06-18,176.01834106445312,178.47232977667358,175.1903696963065,178.3526129863349,15640300,-0.013032750298322293,-0.014438134036972495,-0.005727754588188808
2024-06-20,177.2752685546875,178.30274761221096,176.02832647308514,176.27771488940562,16753200,0.007140889310927712,0.00573550557227751,-0.007809421655093855
2024-06-21,179.8190155029297,182.065505227205,177.62440051681108,178.05335650155095,59728000,0.014349136058183332,0.01294375231953313,0.0042411238548381545
2024-06-24,180.34771728515625,181.63457001481368,179.78908967783175,180.83652405229552,18198300,0.0029401883930231243,0.0015348046543729225,0.020214062546183572
2024-06-25,185.12600708007812,185.29558937298282,180.66194843459428,180.70185910437223,18917700,0.026494872609708064,0.02508948887105786,0.03956804584496392
2024-06-26,184.91650390625,185.47513148060867,183.53989030414039,183.74936803379498,13375700,-0.001131678779943135,-0.0025370625185933368,0.02408723100683745
2024-06-27,186.4028778076172,187.04131154215597,184.99632349166956,185.19085376197464,13025700,0.008038081350060233,0.006632697611410032,0.029185123963874564
2024-06-28,182.97128295898438,186.1235560479781,182.87651414746847,185.26565932683323,23032400,-0.018409559385528906,-0.01981494312417911,-0.015719308031362407
2024-07-01,184.03868103027344,184.8865925121617,182.282976839143,184.02869575189413,11815900,0.00583369179046711,0.004428308051816909,-0.008753937460952162
2024-07-02,186.1534881591797,186.4926527487123,182.6121696398131,183.0211702914934,12555500,0.011491101311242202,0.010085717572592,-0.005300917499770193
2024-07-03,186.9315643310547,187.16099739193504,184.93146453674171,185.84423458442643,7409100,0.004179756068871887,0.0027743723302216853,0.0172883979546306
2024-07-05,191.4904022216797,191.78965613462003,186.86175397018982,186.86175397018982,14303400,0.02438773733552746,0.022982353596877256,0.03584244349969095
2024-07-08,190.01402282714844,191.2100948172414,188.85687211373173,190.89686758554637,12097600,-0.007709939388095832,-0.009115323126746034,0.01664140280035291
2024-07-09,189.97412109375,192.38819911990063,189.76462812809547,191.28091395049435,10198500,-0.00020999362470597305,-0.0016153773633561749,0.012251653106775052
2024-07-10,192.18869018554688,192.83709397055367,190.15367221210454,190.2833590576902,12052900,0.011657214567156737,0.010251830828506536,-0.0004788696615956687
2024-07-11,186.841796875,191.9392965040128,186.36297539734664,190.87190681971475,16452000,-0.027821061194520658,-0.02922644493317086,-0.020589991468020496
2024-07-12,186.3230743408203,188.22840551467343,185.68464059719207,186.46273124656832,14449100,-0.002776266032844421,-0.0041816497714946225,-0.02315626387615894
2024-07-15,187.72962951660156,189.43543778576466,186.0337913045147,186.0337913045147,12186000,0.0075490122775045965,0.006143628538854395,-0.027264466165811085
2024-07-16,185.04620361328125,189.87435966626694,184.66712835226258,188.4977459684165,12760100,-0.014294098966849633,-0.015699482705499836,-0.01373750393814006
2024-07-17,182.17324829101562,184.77686400639317,181.17569461035697,184.22820643773866,17376600,-0.015525610718659544,-0.016930994457309747,-0.026486848623955186
2024-07-18,178.7815704345703,183.59975650016696,177.77404670489432,183.0909943853675,17877200,-0.018617870012545557,-0.02002325375119576,-0.05265373091400534
2024-07-19,178.95114135742188,181.52483149590412,178.42243916222756,179.92873963249403,14485900,0.0009484810008066891,-0.00045690273784351277,-0.03741115094634901
2024-07-22,182.90145874023438,183.84913161641725,181.4549938423416,181.90390513973452,16303900,0.022074837594483254,0.02066945385583305,0.0001892973667937843
2024-07-23,183.15086364746094,184.76689575505398,182.88151988904164,183.39026679142356,23772600,0.0013636026139123292,-4.178112473787266e-05,0.02017076999325167
2024-07-24,173.94342041015625,177.5146642078622,173.1453896887478,174.96092936785044,31250700,-0.05027245328762242,-0.05167783702627262,-0.031050164295177436
2024-07-25,168.7461700439453,174.7713870696077,168.63643853946746,173.82371419718618,28967900,-0.029878970724824705,-0.031284354463474905,-0.08300397261448539
2024-07-26,168.26734924316406,169.42451517754185,165.45924838983456,168.35714064363887,25150100,-0.0028375209977006266,-0.004242904736350828,-0.08720509622609834
2024-07-29,170.71136474609375,171.7388438104518,169.30481041553955,170.08290106191825,13768900,0.014524597397667538,0.013119213659017337,-0.02240804554080839
2024-07-30,171.4395751953125,172.5269050479179,169.70382632107683,171.40964980277923,13681400,0.004265740891368663,0.0028603571527184616,0.011736666075384978
2024-07-31,172.72640991210938,175.47966775180512,171.2999154864961,174.49208414998458,15650200,0.00750605404458593,0.006100670305935729,0.022080241117671533
2024-08-01,172.0281219482422,175.25021593921025,170.0928654537449,171.55927052033985,17177800,-0.0040427399852894785,-0.00544812372393968,0.003512903734714518
2024-08-02,167.988037109375,169.7936220936705,165.98295965069318,167.77855935624635,18907800,-0.023485025547641092,-0.024890409286291295,-0.02423786270429524
2024-08-05,160.2470245361328,165.53406215007433,156.21691431633374,156.98501970001928,34907800,-0.046080737095595126,-0.047486120834245325,-0.07782465384447629
2024-08-06,160.14724731445312,161.95283210597046,157.74315472075523,160.55127052384475,36146500,-0.0006226463297431817,-0.0020280300683933835,-0.07440456018892999
2024-08-07,160.35675048828125,164.38686056827336,159.84800360253888,162.84066457588162,19334200,0.0013081909139327497,-9.719282471745217e-05,-0.04961134372735616
2024-08-08,163.43917846679688,165.09512109894575,161.63360888296103,161.94683608660438,15733600,0.01922231505146943,0.017816931312819227,0.0156917084197084
2024-08-09,164.9853973388672,165.11508418405717,160.53630136851285,161.24956379559694,13549200,0.00946051544418669,0.008055131705536489,0.02577487019363827
2024-08-12,163.54891967773438,166.29219224550243,163.1499043019161,165.5889150879175,12435000,-0.008706695770064998,-0.0101120795087152,0.015759983509640522
2024-08-13,165.52406311035156,166.13257142097672,164.36691249169496,164.7808905421758,12717600,0.012076774560841663,0.010671390822191462,0.008614443019012758
2024-08-14,161.6336212158203,164.5564614072886,159.13973702101785,163.80829614884786,22515900,-0.02350378441313139,-0.024909168151781593,-0.024349856838305324
2024-08-15,162.7708282470703,163.1199781153064,161.0949454110431,161.81318526118642,18392500,0.007035708429321996,0.005630324690671795,-0.00860745263891833
2024-08-16,164.3369903564453,166.5415753529905,162.68104767879953,163.0102422030154,16853100,0.00962188450007595,0.008216500761425749,-0.011062342699684044
2024-08-19,167.988037109375,168.05787317472556,165.68369049619074,166.59146801697892,13100800,0.022216828633715435,0.020811444895065232,0.03465827034716278
2024-08-20,168.5466766357422,169.99312642887023,168.2474074871561,168.3272136082098,12622500,0.003325472075154101,0.0019200883365038993,0.030948033992994887
2024-08-21,167.2199249267578,168.2274486438132,166.16252048240128,166.58149119310136,15269600,-0.007871716817363983,-0.009277100556014184,0.013454432675554958
2024-08-22,165.0851593017578,169.00553784668986,164.62627792452696,168.6264625881714,19123800,-0.012766215664401392,-0.014171599403051594,-0.021528611622561866
2024-08-23,167.02040100097656,167.53913316312168,165.25474199265742,166.14256413595498,14281600,0.011722687293055367,0.010317303554405166,-0.0131313964046606
2024-08-26,167.51918029785156,168.96564529480256,165.9131335036615,167.7436359619194,11990300,0.002986337560476171,0.0015809538218259692,-0.0022733420268204485
2024-08-27,165.97299194335938,167.83341987977147,165.75352890838104,167.19997875058417,13718200,-0.009229918339756948,-0.01063530207840715,0.001262955297823996
2024-08-28,164.09756469726562,166.9804939484382,162.88054810611015,166.37198565286047,15208700,-0.01129959292855165,-0.01270497666720185,-0.02175932492378302
2024-08-29,163.00025939941406,167.2199222744975,161.5857290623454,165.65375574655528,17133800,-0.0066869078762742395,-0.008092291614924441,-0.03143257036053343
2024-08-30,164.70608520507812,164.87566750049032,163.01024702949522,163.818263057649,18498800,0.010465172337450923,0.009059788598800722,-0.01173747968332556
